X,Y,WEATHER_STATIONS_ID,STATION_CODE,STATION_NAME,STATION_ACRONYM,LATITUDE,LONGITUDE,ELEVATION,INSTALL_DATE,OBJECTID
-124.200571025355,48.5711165533949,208,944,TS SAN JUAN,FSJ,48.571111,-124.200556,296,2006/07/31 22:00:00+00,965313
-121.990227584962,56.0347059924689,209,132,HUDSON HOPE,FHH,56.0347,-121.99021,704,1988/12/31 23:00:00+00,965314
-124.231997780391,55.5798856765559,210,141,MANSON,FNS,55.57988,-124.23198,1047,1969/12/31 23:00:00+00,965315
-126.617584368312,54.3939053284513,211,162,HOUSTON,FHU,54.3939,-126.617567,608,1989/08/15 22:00:00+00,965316
-124.512096960645,53.3830555851329,212,166,KLUSKUS,FKK,53.38305,-124.51208,1137,1991/08/03 22:00:00+00,965317
-126.799684956069,55.0339553149406,213,169,UPPER FULTON,FUF,55.03395,-126.799667,900,1991/04/24 22:00:00+00,965318
-126.207284607534,55.1345220971853,214,173,NORTH BABINE,FNB,55.134517,-126.207267,951,1991/05/16 22:00:00+00,965319
-126.927834238542,53.9424882787858,215,179,NADINA,FND,53.942483,-126.927817,954,1989/11/01 23:00:00+00,965320
-127.399434356593,54.0747382177645,216,180,MCBRIDE LAKE,FMB,54.074733,-127.399417,810,1993/05/11 22:00:00+00,965321
-120.635710894334,53.9288950039652,217,192,MCGREGOR 2,FRG,53.928889,-120.635694,975,1995/06/01 22:00:00+00,965322
-119.314825846517,52.7880562236235,218,200,VALEMOUNT 2,FVL,52.78805,-119.31481,1195,1993/07/03 22:00:00+00,965323
-124.605016463883,51.9066722296272,219,208,TATLA LAKE,FTL,51.906667,-124.605,945,1990/07/18 22:00:00+00,965324
-123.273283009277,52.0837757029056,220,209,ALEXIS CREEK,FAC,52.08377,-123.273267,791,1979/12/31 23:00:00+00,965325
-122.000016010149,51.816672550575,221,212,PLACE LAKE,FPL,51.816667,-122,1065,1988/10/31 23:00:00+00,965326
-124.482266715927,52.7101055699218,222,221,BALDFACE,FBF,52.7101,-124.48225,1666,1992/04/29 22:00:00+00,965327
-124.875016438217,51.7016721895033,223,226,MIDDLE LAKE,FMD,51.701667,-124.875,915,1992/07/05 22:00:00+00,965328
-122.065016386431,52.9100058844313,224,228,BENSON,FBN,52.91,-122.065,1006,1990/08/05 22:00:00+00,965329
-126.028383494634,52.2513553588566,225,233,TALCHAKO,FTO,52.25135,-126.028367,270,1997/07/10 22:00:00+00,965330
-120.094582616309,51.6289060746424,226,239,CLEARWATER HUB,FCL,51.6289,-120.094567,440,1990/08/09 22:00:00+00,965331
-120.608015814788,51.9670060276856,227,251,DECEPTION,FDE,51.967,-120.608,1170,1998/07/19 22:00:00+00,965332
-120.243765870533,52.3426390890679,228,266,WELLS GRAY,FWG,52.342633,-120.24375,968,1995/07/06 22:00:00+00,965333
-119.175348709429,52.4526062252142,229,270,GOSNEL,FOS,52.4526,-119.175333,1873,1996/05/23 22:00:00+00,965334
-119.992532080216,49.8684229988115,230,283,BRENDA MINES,FBI,49.868417,-119.992517,1476,1989/06/13 22:00:00+00,965335
-122.728798970353,50.3059389994453,231,301,PEMBERTON BASE,FPB,50.305933,-122.728783,204,2001/05/29 22:00:00+00,965336
-120.83611544204,50.6152559386431,232,307,LEIGHTON LAKE,FLG,50.61525,-120.8361,1167,1989/08/28 22:00:00+00,965337
-121.358165583755,50.7923058840451,233,311,MCLEAN LAKE,FMK,50.7923,-121.35815,1123,1988/10/16 22:00:00+00,965338
-118.773348294898,50.3516728659001,234,362,MABEL LAKE 2,FMA,50.351667,-118.773333,548,1986/12/31 23:00:00+00,965339
-116.363848026657,51.0421731835735,235,367,MARION,FAR,51.042167,-116.363833,1300,1991/10/05 22:00:00+00,965340
-117.064514672574,50.3658396628774,236,379,GOLD HILL,FGH,50.365833,-117.0645,800,1992/05/20 22:00:00+00,965341
-117.427237010222,50.605284135653,237,387,TROUT LAKE,FTR,50.605278,-117.427222,991,1990/06/01 22:00:00+00,965342
-119.088625906731,49.4563949799014,238,390,BEAVERDELL,FBV,49.456389,-119.088611,807,1989/04/12 22:00:00+00,965343
-118.415614572656,49.0307061303648,239,392,GRAND FORKS,FGF,49.0307,-118.4156,630,1989/05/15 22:00:00+00,965344
-118.081014685189,49.699006207967,240,396,OCTOPUS CREEK,FOC,49.699,-118.081,1432,2000/09/08 22:00:00+00,965345
-117.413903289356,49.0505618421559,241,402,PENDOREILLE,FPN,49.050556,-117.413889,725,1990/05/12 22:00:00+00,965346
-115.666458830072,50.4946176295978,242,411,PALLISER,FLR,50.494611,-115.666444,1100,1997/09/28 22:00:00+00,965347
-116.055347814856,50.5128397867476,243,417,TOBY HUB,FTY,50.512833,-116.055333,894,1989/04/18 22:00:00+00,965348
-114.537352728416,49.0791454569404,244,418,FLATHEAD 2,FFH,49.079139,-114.537339,1311,1993/05/29 22:00:00+00,965349
-115.97724439739,50.1450864717934,245,425,EMILY CREEK,FEC,50.14508,-115.97723,1190,2002/09/30 22:00:00+00,965350
-128.998468374615,55.2886050133511,246,427,NASS CAMP,FNC,55.2886,-128.99845,191,1989/10/28 22:00:00+00,965351
-127.648718249554,55.4343052030808,247,428,KISPIOX HUB,FKX,55.4343,-127.6487,335,1989/08/26 22:00:00+00,965352
-128.311601171633,55.0301721061972,248,429,CEDARVALE,FCV,55.030167,-128.311583,274,1989/08/28 22:00:00+00,965353
-128.047801379051,55.6014551495884,249,431,UPPER KISPIOX,FUX,55.60145,-128.047783,410,1989/08/25 22:00:00+00,965354
-129.292868887656,56.3485879786946,250,432,BELL-IRVING,FLI,56.348583,-129.29285,388,1995/06/06 22:00:00+00,965355
-129.111037131446,59.3673720073941,251,445,BOYA LAKE,FBY,59.367367,-129.111017,730,1995/06/21 22:00:00+00,965356
-114.900414162471,50.082036587909,252,788,ROUND PRAIRIE,FDP,50.08203,-114.9004,1647,2001/06/20 22:00:00+00,965357
-115.267653164985,50.1850065541366,253,790,WHITE RIVER,FWR,50.185,-115.267639,1357,2000/08/16 22:00:00+00,965358
-121.358081959333,49.6551058306583,254,977,ANDERSON CREEK,FAD,49.6551,-121.358067,630,2007/05/16 22:00:00+00,965359
-126.928249553321,50.1324218878758,255,995,TS ARTLISH,FRT,50.132417,-126.928233,130,2007/08/21 22:00:00+00,965360
-121.551515512564,50.4387002456866,256,1024,SKOONKA,FKO,50.438694,-121.5515,1557,2008/07/10 22:00:00+00,965361
-123.613904316032,48.4944495166351,257,1142,14G (CRD),14G,48.494444,-123.613889,485,2012/08/25 22:00:00+00,965362
-125.366684549312,55.3072277156826,258,1345,SAWTOOTH,saw,55.307222,-125.366667,600,2018/11/04 23:00:00+00,965363
-126.388906388037,54.0186720528243,259,183,PARROTT,FPA,54.018667,-126.388889,1259,1995/07/23 22:00:00+00,965364
-128.566684975645,54.4666720646179,260,1994,TERRACE AIRPORT QD,,54.466667,-128.566667,218,2022/04/26 08:21:00+00,965365
-119.300014755908,49.116673036181,261,2170,INKANEEP 2 EXT,,49.116667,-119.3,1406,2022/06/23 12:37:51+00,965366
-119.467515429683,51.3967061386662,262,2513,NORTH ADAMS,,51.3967,-119.4675,675,2022/09/29 06:16:00+00,965367
-115.987214216066,49.4539064258333,263,2450,BIGATTINI,,49.4539,-115.9872,1540,2001/06/20 13:51:00+00,965368
-119.675115581788,51.7650061323545,264,2512,RAFT,,51.765,-119.6751,920,2022/09/29 06:09:00+00,965369
-119.687945338502,50.961949090788,265,3090,ADAMS LAKE SOUTH PRECIP,,50.961943,-119.68793,449,2023/09/19 19:09:36+00,965370
-118.520298720329,52.8642603250779,266,3190,ROCKINGHAM,,52.864254,-118.520283,1123,2023/09/06 12:18:00+00,965371
-114.866681084018,49.8166735734795,267,3110,SPARWOOD,SPR,49.816667,-114.866667,1208,2023/09/26 18:01:01+00,965372
-118.774280650337,52.5073972768438,268,3191,GOATLICK,,52.507391,-118.774265,957,2023/10/13 12:47:00+00,965373
